Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promotion Used,Days Between Purchases,Frequency Engagement,Subscription Flag,Previous Purchases Norm,Frequency Engagement Norm,Review Rating Norm,Loyalty Score,Customer Loyalty Type,Purchase Amount Norm,Customer Value Score,Customer Value Tier,Ideal Customer,Age Group,Promo Flag
2014,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.4897959183673469,0.05974549968963377,0.9600000000000002,0.40383433410608194,Regular,0.625,0.5,Medium Value,Other Customer,36-45,0
2015,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,47,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.9387755102040816,0.4902234636871508,0.56,0.6759436210238284,Champion,0.07500000000000001,0.06000000000000001,Low Value,Other Customer,46-55,0
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.14285714285714285,0.4902234636871508,0.8,0.31398443735035914,Regular,0.7750000000000001,0.6200000000000001,Medium Value,Other Customer,56-65,0
2017,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.38775510204081626,0.4902234636871508,0.3600000000000001,0.37043341694219584,Regular,0.3375,0.27,Low Value,Other Customer,46-55,0
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.836734693877551,0.05974549968963377,0.6399999999999999,0.5293037218611839,Loyal,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,65+,0
2019,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.38775510204081626,1.0,0.8,0.5638775510204082,Loyal,0.9625000000000001,0.7700000000000001,High Value,Other Customer,56-65,0
2020,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,Fortnightly,0,14,0.07142857142857142,0,0.44897959183673464,0.4902234636871508,0.8800000000000001,0.479045661840155,Regular,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,26-35,0
2021,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,Quarterly,0,90,0.011111111111111112,0,0.510204081632653,0.05974549968963377,0.9199999999999999,0.4080384157387349,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,36-45,0
2022,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly,0,90,0.011111111111111112,0,0.9591836734693877,0.05974549968963377,0.7600000000000002,0.6085282116571024,Champion,0.16250000000000003,0.13000000000000003,Low Value,Other Customer,56-65,0
2023,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16,Cash,Fortnightly,0,14,0.07142857142857142,0,0.3061224489795918,0.4902234636871508,0.6000000000000001,0.36561709041158363,Regular,0.22500000000000003,0.18000000000000005,Low Value,Other Customer,56-65,0
2024,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,Fortnightly,0,14,0.07142857142857142,0,0.5510204081632653,0.4902234636871508,0.6399999999999999,0.4940660700034203,Loyal,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,46-55,0
2025,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,39,PayPal,Weekly,0,7,0.14285714285714285,0,0.7755102040816325,1.0,0.4800000000000002,0.7097551020408164,Champion,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,56-65,0
2026,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.8571428571428571,0.4902234636871508,0.20000000000000018,0.5811272944932163,Loyal,0.11250000000000004,0.09000000000000004,Low Value,Other Customer,36-45,0
2027,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.8979591836734693,0.05974549968963377,0.44000000000000017,0.5299159667591431,Loyal,0.1875,0.15000000000000002,Low Value,Other Customer,36-45,0
2028,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,Quarterly,0,90,0.011111111111111112,0,1.0,0.05974549968963377,0.9199999999999999,0.6529363749224084,Champion,0.6625000000000001,0.5300000000000001,Medium Value,Other Customer,46-55,0
2029,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.18367346938775508,0.4902234636871508,0.4800000000000002,0.28639260061566524,Regular,0.8,0.6400000000000001,Medium Value,Other Customer,26-35,0
2030,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,Quarterly,0,90,0.011111111111111112,0,0.7959183673469387,0.05974549968963377,0.8399999999999999,0.5388955585958778,Loyal,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,18-25,0
2031,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,Monthly,0,30,0.03333333333333333,0,0.7551020408163265,0.21834264432029793,0.11999999999999988,0.45013668148823766,Regular,0.5875,0.47000000000000003,Medium Value,Other Customer,65+,0
2032,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,2,Credit Card,Monthly,0,30,0.03333333333333333,0,0.02040816326530612,0.21834264432029793,0.6000000000000001,0.15478974271272755,At Risk,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,18-25,0
2033,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,Annually,0,365,0.0027397260273972603,0,0.24489795918367344,0.0,0.6800000000000002,0.22444897959183674,At Risk,0.2,0.16000000000000003,Low Value,Other Customer,46-55,0
2034,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,Annually,0,365,0.0027397260273972603,0,0.6530612244897959,0.0,0.44000000000000017,0.39253061224489794,Regular,0.4375,0.35000000000000003,Low Value,Other Customer,56-65,0
2035,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly,0,30,0.03333333333333333,0,0.5306122448979591,0.21834264432029793,0.15999999999999992,0.343891783529054,Regular,0.125,0.1,Low Value,Other Customer,56-65,0
2036,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.8571428571428571,1.0,0.6399999999999999,0.7745714285714286,Champion,0.625,0.5,Medium Value,Other Customer,46-55,0
2037,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly,0,7,0.14285714285714285,0,0.9183673469387754,1.0,0.2400000000000002,0.7451836734693877,Champion,0.5375000000000001,0.4300000000000001,Medium Value,Other Customer,36-45,0
2038,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.12244897959183673,0.4902234636871508,0.72,0.29178035571770605,Regular,0.8375000000000001,0.6700000000000002,Medium Value,Other Customer,36-45,0
2039,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.693877551020408,0.4902234636871508,0.7600000000000002,0.5834946414319917,Loyal,0.625,0.5,Medium Value,Other Customer,46-55,0
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.6122448979591836,0.4902234636871508,0.2400000000000002,0.4646783149013795,Regular,0.38750000000000007,0.31000000000000005,Low Value,Other Customer,26-35,0
2041,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly,0,90,0.011111111111111112,0,0.836734693877551,0.05974549968963377,0.15999999999999992,0.4573037218611839,Regular,0.0625,0.05,Low Value,Other Customer,65+,0
2042,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.26530612244897955,0.4902234636871508,0.28000000000000025,0.2972089271462775,Regular,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,65+,0
2043,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly,0,30,0.03333333333333333,0,0.693877551020408,0.21834264432029793,0.6000000000000001,0.4915244365902785,Loyal,0.4,0.32000000000000006,Low Value,Other Customer,18-25,0
2044,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly,0,7,0.14285714285714285,0,0.9795918367346937,1.0,0.08000000000000007,0.7517959183673468,Champion,0.16250000000000003,0.13000000000000003,Low Value,Other Customer,46-55,0
2045,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,Fortnightly,0,14,0.07142857142857142,0,0.32653061224489793,0.4902234636871508,0.20000000000000018,0.3158211720442367,Regular,0.6000000000000001,0.4800000000000001,Medium Value,Other Customer,46-55,0
2046,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly,0,90,0.011111111111111112,0,0.510204081632653,0.05974549968963377,0.7600000000000002,0.384038415738735,Regular,0.0,0.0,Low Value,Other Customer,26-35,0
2047,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Quarterly,0,90,0.011111111111111112,0,0.5918367346938774,0.05974549968963377,0.11999999999999988,0.32885474226934713,Regular,0.15000000000000002,0.12000000000000002,Low Value,Other Customer,36-45,0
2048,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually,0,365,0.0027397260273972603,0,0.6326530612244897,0.0,0.2400000000000002,0.3523265306122449,Regular,0.7750000000000001,0.6200000000000001,Medium Value,Other Customer,56-65,0
2049,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.693877551020408,0.05974549968963377,0.56,0.4458751504326125,Regular,0.55,0.44000000000000006,Medium Value,Other Customer,36-45,0
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually,0,365,0.0027397260273972603,0,0.28571428571428564,0.0,0.08000000000000007,0.15485714285714283,At Risk,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,65+,0
2051,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually,0,365,0.0027397260273972603,0,0.18367346938775508,0.0,0.3600000000000001,0.14583673469387756,At Risk,0.9500000000000002,0.7600000000000002,High Value,Other Customer,26-35,0
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly,0,30,0.03333333333333333,0,0.26530612244897955,0.21834264432029793,0.52,0.26523872230456425,Regular,0.925,0.7400000000000001,High Value,Other Customer,56-65,0
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually,0,365,0.0027397260273972603,0,0.5918367346938774,0.0,0.4800000000000002,0.3679183673469387,Regular,0.3500000000000001,0.2800000000000001,Low Value,Other Customer,36-45,0
2054,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.3061224489795918,0.4902234636871508,0.8,0.3956170904115836,Regular,0.5,0.4,Medium Value,Other Customer,18-25,0
2055,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,Annually,0,365,0.0027397260273972603,0,0.26530612244897955,0.0,0.15999999999999992,0.15665306122448977,At Risk,0.45000000000000007,0.3600000000000001,Low Value,Other Customer,56-65,0
2056,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.5510204081632653,1.0,0.3600000000000001,0.5795102040816327,Loyal,0.16250000000000003,0.13000000000000003,Low Value,Other Customer,26-35,0
2057,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly,0,30,0.03333333333333333,0,0.5714285714285714,0.21834264432029793,0.7600000000000002,0.4542999467943602,Regular,0.32500000000000007,0.26000000000000006,Low Value,Other Customer,46-55,0
2058,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,Quarterly,0,90,0.011111111111111112,0,0.08163265306122448,0.05974549968963377,0.6800000000000002,0.1577527014530207,At Risk,0.21250000000000002,0.17000000000000004,Low Value,Other Customer,65+,0
2059,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.32653061224489793,0.05974549968963377,0.32000000000000006,0.2262016810448574,At Risk,0.9750000000000001,0.7800000000000001,High Value,Other Customer,26-35,0
2060,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly,0,7,0.14285714285714285,0,1.0,1.0,0.4800000000000002,0.8220000000000001,Champion,0.375,0.30000000000000004,Low Value,Other Customer,56-65,0
2061,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.44897959183673464,0.05974549968963377,0.28000000000000025,0.2814261708407758,Regular,0.5375000000000001,0.4300000000000001,Medium Value,Other Customer,18-25,0
2062,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually,0,365,0.0027397260273972603,0,0.4285714285714285,0.0,0.040000000000000036,0.22028571428571425,At Risk,0.625,0.5,Medium Value,Other Customer,26-35,0
2063,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,15,Cash,Quarterly,0,90,0.011111111111111112,0,0.28571428571428564,0.05974549968963377,0.11999999999999988,0.17579351777955124,At Risk,0.5375000000000001,0.4300000000000001,Medium Value,Other Customer,46-55,0
2064,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,Monthly,0,30,0.03333333333333333,0,0.6326530612244897,0.21834264432029793,0.15999999999999992,0.39491219169231934,Regular,0.825,0.66,Medium Value,Other Customer,56-65,0
2065,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,Monthly,0,30,0.03333333333333333,0,0.08163265306122448,0.21834264432029793,0.6000000000000001,0.1854019876106867,At Risk,0.9875,0.79,High Value,Other Customer,26-35,0
2066,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.10204081632653061,0.4902234636871508,0.15999999999999992,0.197576274085053,At Risk,0.25,0.2,Low Value,Other Customer,26-35,0
2067,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.8775510204081631,0.4902234636871508,0.8800000000000001,0.6933313761258693,Champion,0.9000000000000001,0.7200000000000002,High Value,Ideal Customer,56-65,0
2068,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly,0,14,0.07142857142857142,0,0.44897959183673464,0.4902234636871508,0.2400000000000002,0.38304566184015504,Regular,0.012500000000000011,0.010000000000000009,Low Value,Other Customer,56-65,0
2069,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly,0,30,0.03333333333333333,0,0.8775510204081631,0.21834264432029793,0.56,0.577361171284156,Loyal,0.7625,0.61,Medium Value,Other Customer,65+,0
2070,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly,0,90,0.011111111111111112,0,0.04081632653061225,0.05974549968963377,0.3600000000000001,0.08934453818771458,At Risk,0.7750000000000001,0.6200000000000001,Medium Value,Other Customer,36-45,0
2071,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,Monthly,0,30,0.03333333333333333,0,0.26530612244897955,0.21834264432029793,0.2400000000000002,0.2232387223045643,At Risk,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,56-65,0
2072,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly,0,90,0.011111111111111112,0,0.7346938775510203,0.05974549968963377,0.9199999999999999,0.5202833136979186,Loyal,1.0,0.8,High Value,Other Customer,65+,0
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.4285714285714285,1.0,0.56,0.5482857142857143,Loyal,0.5750000000000001,0.4600000000000001,Medium Value,Other Customer,36-45,0
2074,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,Quarterly,0,90,0.011111111111111112,0,0.02040816326530612,0.05974549968963377,0.40000000000000013,0.08514045655506153,At Risk,0.0625,0.05,Low Value,Other Customer,36-45,0
2075,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.8775510204081631,0.4902234636871508,0.2400000000000002,0.5973313761258693,Champion,0.4125000000000001,0.33000000000000007,Low Value,Other Customer,36-45,0
2076,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly,0,30,0.03333333333333333,0,0.9795918367346937,0.21834264432029793,0.8800000000000001,0.6763815794474214,Champion,0.10000000000000003,0.08000000000000003,Low Value,Other Customer,46-55,0
2077,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.4285714285714285,0.4902234636871508,0.8399999999999999,0.4628415802075019,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,56-65,0
2078,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually,0,365,0.0027397260273972603,0,0.510204081632653,0.0,0.32000000000000006,0.30310204081632647,Regular,0.17500000000000004,0.14000000000000004,Low Value,Other Customer,56-65,0
2079,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly,0,7,0.14285714285714285,0,0.7959183673469387,1.0,0.28000000000000025,0.6899591836734693,Champion,0.275,0.22000000000000003,Low Value,Other Customer,46-55,0
2080,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,16,PayPal,Quarterly,0,90,0.011111111111111112,0,0.3061224489795918,0.05974549968963377,0.2400000000000002,0.20399759941220436,At Risk,0.050000000000000044,0.040000000000000036,Low Value,Other Customer,26-35,0
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,17,Debit Card,Fortnightly,0,14,0.07142857142857142,0,0.32653061224489793,0.4902234636871508,0.40000000000000013,0.3458211720442367,Regular,0.3375,0.27,Low Value,Other Customer,26-35,0
2082,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,48,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.9591836734693877,0.4902234636871508,0.72,0.7101477026564815,Champion,0.7250000000000001,0.5800000000000001,Medium Value,Other Customer,18-25,0
2083,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,28,Venmo,Quarterly,0,90,0.011111111111111112,0,0.5510204081632653,0.05974549968963377,0.15999999999999992,0.31444657900404105,Regular,0.8625,0.6900000000000001,Medium Value,Other Customer,36-45,0
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly,0,14,0.07142857142857142,0,0.510204081632653,0.4902234636871508,0.08000000000000007,0.3896579067381142,Regular,0.48750000000000004,0.39000000000000007,Medium Value,Other Customer,36-45,0
2085,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,No,43,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.8571428571428571,0.05974549968963377,0.6000000000000001,0.533507803493837,Loyal,0.925,0.7400000000000001,High Value,Other Customer,26-35,0
2086,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly,0,7,0.14285714285714285,0,0.7551020408163265,1.0,0.8399999999999999,0.7535510204081632,Champion,0.36250000000000004,0.29000000000000004,Low Value,Other Customer,65+,0
2087,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,36,Cash,Quarterly,0,90,0.011111111111111112,0,0.7142857142857142,0.05974549968963377,0.8800000000000001,0.5040792320652656,Loyal,0.8625,0.6900000000000001,Medium Value,Other Customer,56-65,0
2088,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,1,Credit Card,Weekly,0,7,0.14285714285714285,0,0.0,1.0,0.8800000000000001,0.382,Regular,0.8875,0.71,High Value,Other Customer,46-55,0
2089,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,49,Debit Card,Annually,0,365,0.0027397260273972603,0,0.9795918367346937,0.0,0.6000000000000001,0.5797959183673469,Loyal,0.8625,0.6900000000000001,Medium Value,Other Customer,36-45,0
2090,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,Quarterly,0,90,0.011111111111111112,0,0.8163265306122448,0.05974549968963377,0.44000000000000017,0.48909964022853086,Loyal,0.4625,0.37000000000000005,Medium Value,Other Customer,36-45,0
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly,0,30,0.03333333333333333,0,0.4081632653061224,0.21834264432029793,0.3600000000000001,0.3126672937331357,Regular,0.6375000000000001,0.5100000000000001,Medium Value,Other Customer,46-55,0
2092,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly,0,90,0.011111111111111112,0,0.4693877551020408,0.05974549968963377,0.20000000000000018,0.2796302524734289,Regular,0.9625000000000001,0.7700000000000001,High Value,Other Customer,26-35,0
2093,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly,0,7,0.14285714285714285,0,0.5306122448979591,1.0,0.040000000000000036,0.5213061224489796,Loyal,0.3125,0.25,Low Value,Other Customer,36-45,0
2094,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually,0,365,0.0027397260273972603,0,0.061224489795918366,0.0,0.6800000000000002,0.1326122448979592,At Risk,0.8875,0.71,High Value,Other Customer,18-25,0
2095,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,19,Venmo,Annually,0,365,0.0027397260273972603,0,0.36734693877551017,0.0,0.3600000000000001,0.2376734693877551,At Risk,0.0625,0.05,Low Value,Other Customer,46-55,0
2096,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.0,0.4902234636871508,0.6000000000000001,0.2125558659217877,At Risk,0.5375000000000001,0.4300000000000001,Medium Value,Other Customer,36-45,0
2097,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually,0,365,0.0027397260273972603,0,0.5306122448979591,0.0,0.8800000000000001,0.39730612244897956,Regular,0.4,0.32000000000000006,Low Value,Other Customer,18-25,0
2098,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly,0,7,0.14285714285714285,0,0.08163265306122448,1.0,0.56,0.37481632653061225,Regular,0.2875,0.22999999999999998,Low Value,Other Customer,26-35,0
2099,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly,0,90,0.011111111111111112,0,0.38775510204081626,0.05974549968963377,0.32000000000000006,0.25681392594281655,At Risk,0.10000000000000003,0.08000000000000003,Low Value,Other Customer,46-55,0
2100,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,50,PayPal,Annually,0,365,0.0027397260273972603,0,1.0,0.0,0.15999999999999992,0.524,Loyal,0.7250000000000001,0.5800000000000001,Medium Value,Other Customer,26-35,0
2101,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly,0,14,0.07142857142857142,0,0.7142857142857142,0.4902234636871508,0.7600000000000002,0.5936987230646448,Champion,0.1375,0.11000000000000001,Low Value,Other Customer,65+,0
2102,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Fortnightly,0,14,0.07142857142857142,0,0.22448979591836735,0.4902234636871508,0.44000000000000017,0.3008007638809714,Regular,0.03750000000000003,0.030000000000000027,Low Value,Other Customer,46-55,0
2103,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly,0,30,0.03333333333333333,0,0.44897959183673464,0.21834264432029793,0.8,0.3990754569984418,Regular,0.0625,0.05,Low Value,Other Customer,18-25,0
2104,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly,0,7,0.14285714285714285,0,0.4081632653061224,1.0,0.4800000000000002,0.5260816326530613,Loyal,0.825,0.66,Medium Value,Other Customer,26-35,0
2105,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly,0,7,0.14285714285714285,0,0.9387755102040816,1.0,0.11999999999999988,0.7373877551020408,Champion,0.8500000000000001,0.6800000000000002,Medium Value,Other Customer,46-55,0
2106,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38,Venmo,Fortnightly,0,14,0.07142857142857142,0,0.7551020408163265,0.4902234636871508,0.8,0.6201068863299509,Champion,0.1875,0.15000000000000002,Low Value,Other Customer,56-65,0
